,job_title,company,description
67, Cloud Delivery Operations & Development Architect/Engineer - REMOTE , Clover Consulting Inc. ,"Clover Consulting has a direct client in Lansing, MI in need of a Cloud Delivery Operations & Development Architect/Engineer for a 12++ months contract. This is a fully REMOTE role. The job details are as follows. Only qualified candidates should apply. NO phone calls, please.  This individual will be involved in the design, implementation and management of cloud technology-based business solutions and help lead in developing cloud-based service and operation models to improve our clients deliveClover Consulting has a direct client in Lansing, MI in need of a Cloud Delivery Operations & Development Architect/Engineer for a 12++ months contract. This is a fully REMOTE role. The job details are as follows. Only qualified candidates should apply. NO phone calls, please.  This individual will be involved in the design, implementation and management of cloud technology-based business solutions and help lead in developing cloud-based service and operation models to improve our clients deliveClover Consulting has a direct client in Lansing, MI in need of a Cloud Delivery Operations & Development Architect/Engineer for a 12++ months contract. This is a fully REMOTE role. The job details are as follows. Only qualified candidates should apply. NO phone calls, please.  This individual will be involved in the design, implementation and management of cloud technology-based business solutions and help lead in developing cloud-based service and operation models to improve our clients delive"
68, Cloud Delivery Operations and development Architect , Valere Labs Pvt Ltd ,"Engagement: This role will report directly to the General Manager Platform, Design & Support Services. It is intended to provide guidance to State of Michigan Cloud Architects and the GMs team, helping them comprehend objectives, generate solutions, as well as formulate proofs of concepts (POC) for some solutions, followed by generating recommendations and then overseeing the implementation of the decisions. This individual will be involved in the design, implementation and management of cloud tEngagement: This role will report directly to the General Manager Platform, Design & Support Services. It is intended to provide guidance to State of Michigan Cloud Architects and the GMs team, helping them comprehend objectives, generate solutions, as well as formulate proofs of concepts (POC) for some solutions, followed by generating recommendations and then overseeing the implementation of the decisions. This individual will be involved in the design, implementation and management of cloud tEngagement: This role will report directly to the General Manager Platform, Design & Support Services. It is intended to provide guidance to State of Michigan Cloud Architects and the GMs team, helping them comprehend objectives, generate solutions, as well as formulate proofs of concepts (POC) for some solutions, followed by generating recommendations and then overseeing the implementation of the decisions. This individual will be involved in the design, implementation and management of cloud t"
69, Cloud Delivery Ops and development Architect (15+ years ) , Apton Inc ,"Engagement:The client is looking for a senior cloud architect with delivery and operations experience in multi-cloud environments. This role will report directly to the General Manager Platform, Design & Support Services. It is intended to provide guidance to State of Michigan Cloud Architects and the GMs team, helping them comprehend objectives, generate solutions, as well as formulate proofs of concepts (POC) for some solutions, followed by generating recommendations and then overseeing the imEngagement:The client is looking for a senior cloud architect with delivery and operations experience in multi-cloud environments. This role will report directly to the General Manager Platform, Design & Support Services. It is intended to provide guidance to State of Michigan Cloud Architects and the GMs team, helping them comprehend objectives, generate solutions, as well as formulate proofs of concepts (POC) for some solutions, followed by generating recommendations and then overseeing the imEngagement:The client is looking for a senior cloud architect with delivery and operations experience in multi-cloud environments. This role will report directly to the General Manager Platform, Design & Support Services. It is intended to provide guidance to State of Michigan Cloud Architects and the GMs team, helping them comprehend objectives, generate solutions, as well as formulate proofs of concepts (POC) for some solutions, followed by generating recommendations and then overseeing the im"
70, Cloud Developer.Engineer , Centaurus Technology Partners ,"Cloud Developer.Engineer: Job Requirements A minimum of 5 years of professional experience in AWS Cloud Development and Migration Strong expertise with AWS Glue, including a minimum of 2 years of practical experience. At least 3 years of hands-on experience working with AWS Cloud Technologies. Proficiency in utilizing Redshift and Kafka is of utmost importance. Working knowledge of S3, Lambda, Cloud Formation required Minimum of 3 years of experience in Python or Spark programming languages  OthCloud Developer.Engineer: Job Requirements A minimum of 5 years of professional experience in AWS Cloud Development and Migration Strong expertise with AWS Glue, including a minimum of 2 years of practical experience. At least 3 years of hands-on experience working with AWS Cloud Technologies. Proficiency in utilizing Redshift and Kafka is of utmost importance. Working knowledge of S3, Lambda, Cloud Formation required Minimum of 3 years of experience in Python or Spark programming languages  OthCloud Developer.Engineer: Job Requirements A minimum of 5 years of professional experience in AWS Cloud Development and Migration Strong expertise with AWS Glue, including a minimum of 2 years of practical experience. At least 3 years of hands-on experience working with AWS Cloud Technologies. Proficiency in utilizing Redshift and Kafka is of utmost importance. Working knowledge of S3, Lambda, Cloud Formation required Minimum of 3 years of experience in Python or Spark programming languages  Oth"
71, Cloud Engineer ," Pro Search, Inc. ","Join Our Client's Dynamic Healthcare Engineering Team! Our client is seeking an experienced individual to play a pivotal role in architecting, developing, and optimizing publish/subscribe messaging systems. Responsibilities: Architect, develop, and optimize publish/subscribe messaging systems on AWS.Collaborate with cross-functional teams for effective data exchange architecture.Design and build secure FedRamp-Authorized Cloud Service Offerings (CSO).Develop bidirectional data exchange systems uJoin Our Client's Dynamic Healthcare Engineering Team! Our client is seeking an experienced individual to play a pivotal role in architecting, developing, and optimizing publish/subscribe messaging systems. Responsibilities: Architect, develop, and optimize publish/subscribe messaging systems on AWS.Collaborate with cross-functional teams for effective data exchange architecture.Design and build secure FedRamp-Authorized Cloud Service Offerings (CSO).Develop bidirectional data exchange systems u"
72, Cloud Network Engineer/Lead , K-Tek Resourcing LLC ,"Title :- Cloud Network Engineer/Lead Location :- Remote Onsite /Remote :- Remote  Job descriptions:- Strong Network skills and Strong cloud (AWS) NSX experience , Turbot, Aviatrix experience. Network Data : L3 Relevant Experience : 12 +yrs in Network Data Qualification : Bachelors / Masters / Equivalent  Required Skills Excellent hands-on experience on the following technologies:  Routing protocols  EIGRP, OSPF, BGP  LAN Switching  VLAN, VTP, STP, Ether Channel, CoS  Cloud networking knowledge aTitle :- Cloud Network Engineer/Lead Location :- Remote Onsite /Remote :- Remote  Job descriptions:- Strong Network skills and Strong cloud (AWS) NSX experience , Turbot, Aviatrix experience. Network Data : L3 Relevant Experience : 12 +yrs in Network Data Qualification : Bachelors / Masters / Equivalent  Required Skills Excellent hands-on experience on the following technologies:  Routing protocols  EIGRP, OSPF, BGP  LAN Switching  VLAN, VTP, STP, Ether Channel, CoS  Cloud networking knowledge aTitle :- Cloud Network Engineer/Lead Location :- Remote Onsite /Remote :- Remote  Job descriptions:- Strong Network skills and Strong cloud (AWS) NSX experience , Turbot, Aviatrix experience. Network Data : L3 Relevant Experience : 12 +yrs in Network Data Qualification : Bachelors / Masters / Equivalent  Required Skills Excellent hands-on experience on the following technologies:  Routing protocols  EIGRP, OSPF, BGP  LAN Switching  VLAN, VTP, STP, Ether Channel, CoS  Cloud networking knowledge a"
73, Cloud Security Architect(Remote) , GSK Solutions Inc. ,"Job Title: Cloud Security Architect (Remote)  Location: Dimondale, MI  Duration: 12 Months  Pay: $150/hr This is a fully remote position - must be located in the US  Local or non-local may apply  Will close submissions on: 1/18/2024 at 10am EST  Interview Process: Virtual Interview via MS Teams video. Job Description: The State of Michigan is looking for a senior cloud architect with delivery and operations experience in multi-cloud environments. This  role will report directly to the General MaJob Title: Cloud Security Architect (Remote)  Location: Dimondale, MI  Duration: 12 Months  Pay: $150/hr This is a fully remote position - must be located in the US  Local or non-local may apply  Will close submissions on: 1/18/2024 at 10am EST  Interview Process: Virtual Interview via MS Teams video. Job Description: The State of Michigan is looking for a senior cloud architect with delivery and operations experience in multi-cloud environments. This  role will report directly to the General MaJob Title: Cloud Security Architect (Remote)  Location: Dimondale, MI  Duration: 12 Months  Pay: $150/hr This is a fully remote position - must be located in the US  Local or non-local may apply  Will close submissions on: 1/18/2024 at 10am EST  Interview Process: Virtual Interview via MS Teams video. Job Description: The State of Michigan is looking for a senior cloud architect with delivery and operations experience in multi-cloud environments. This  role will report directly to the General Ma"
75, ColdFusion Developer ," Next Level Business Services, Inc. ","ColdFusion Developer 6+ months Analyzes, modifies, and supports ColdFusion applications systems including encoding, testing, debugging and installing to support the organizations business. Gathers requirements from users and creates specifications and develops code. Designs and writes code to support existing applications. Interacts with SQL Server database platform to utilize data within business applications and reporting queries. Familiar with standard concepts, practices, and procedures usinColdFusion Developer 6+ months Analyzes, modifies, and supports ColdFusion applications systems including encoding, testing, debugging and installing to support the organizations business. Gathers requirements from users and creates specifications and develops code. Designs and writes code to support existing applications. Interacts with SQL Server database platform to utilize data within business applications and reporting queries. Familiar with standard concepts, practices, and procedures usinColdFusion Developer 6+ months Analyzes, modifies, and supports ColdFusion applications systems including encoding, testing, debugging and installing to support the organizations business. Gathers requirements from users and creates specifications and develops code. Designs and writes code to support existing applications. Interacts with SQL Server database platform to utilize data within business applications and reporting queries. Familiar with standard concepts, practices, and procedures usinColdFusion Developer 6+ months Analyzes, modifies, and supports ColdFusion applications systems including encoding, testing, debugging and installing to support the organizations business. Gathers requirements from users and creates specifications and develops code. Designs and writes code to support existing applications. Interacts with SQL Server database platform to utilize data within business applications and reporting queries. Familiar with standard concepts, practices, and procedures usin"
76, Compliance Assurance Manager , Rekruitd ,"Role :ComplianceAssuranceManager Location : 100% Remote Visa: USC-EAD Type: C2C/C2H/1099/W2 Job Description: Qualifications:  A minimum of five years of experience in the field of Information Security,  Broad range of technology experience to include: UNIX, Windows Server 2003/2008/2012, Intrusion detection systems, TCP/IP, and security applications.  Minimum of 3 years experience Information Security Risk Assessment or IT audit.  Core competencies:  Knowledge and experience with risk assessmentRole :ComplianceAssuranceManager Location : 100% Remote Visa: USC-EAD Type: C2C/C2H/1099/W2 Job Description: Qualifications:  A minimum of five years of experience in the field of Information Security,  Broad range of technology experience to include: UNIX, Windows Server 2003/2008/2012, Intrusion detection systems, TCP/IP, and security applications.  Minimum of 3 years experience Information Security Risk Assessment or IT audit.  Core competencies:  Knowledge and experience with risk assessmentRole :ComplianceAssuranceManager Location : 100% Remote Visa: USC-EAD Type: C2C/C2H/1099/W2 Job Description: Qualifications:  A minimum of five years of experience in the field of Information Security,  Broad range of technology experience to include: UNIX, Windows Server 2003/2008/2012, Intrusion detection systems, TCP/IP, and security applications.  Minimum of 3 years experience Information Security Risk Assessment or IT audit.  Core competencies:  Knowledge and experience with risk assessment"
77, Cosmos DBA / Architect , Garshan Associates ,"Cosmos DBA/Architect Remote office $120  145k, commensurate with experience  We have been trusted for more thantwodecadesto protect and govern sensitive information in the cloud. Selected to the IDC Top 100 FinTech rankings, we provide purpose-built cloud services to large, regulated organizations. Founded by the financial industry to answer complex, information-centric challenges, we have developed a unique business model that has led to our well-known and unmatched pedigree in the industry. OuCosmos DBA/Architect Remote office $120  145k, commensurate with experience  We have been trusted for more thantwodecadesto protect and govern sensitive information in the cloud. Selected to the IDC Top 100 FinTech rankings, we provide purpose-built cloud services to large, regulated organizations. Founded by the financial industry to answer complex, information-centric challenges, we have developed a unique business model that has led to our well-known and unmatched pedigree in the industry. OuCosmos DBA/Architect Remote office $120  145k, commensurate with experience  We have been trusted for more thantwodecadesto protect and govern sensitive information in the cloud. Selected to the IDC Top 100 FinTech rankings, we provide purpose-built cloud services to large, regulated organizations. Founded by the financial industry to answer complex, information-centric challenges, we have developed a unique business model that has led to our well-known and unmatched pedigree in the industry. OuCosmos DBA/Architect Remote office $120  145k, commensurate with experience  We have been trusted for more thantwodecadesto protect and govern sensitive information in the cloud. Selected to the IDC Top 100 FinTech rankings, we provide purpose-built cloud services to large, regulated organizations. Founded by the financial industry to answer complex, information-centric challenges, we have developed a unique business model that has led to our well-known and unmatched pedigree in the industry. Ou"
78, Credentialing Specialist I (Remote) , OMG Technologies ,Credentialing Specialist I (Remote) We are looking to hire a candidate with the experience and skill sets mentioned for one of our major clients within the Health Insurance industry. This is a REMOTE role. This is a 3-month contract opportunity. The position is to provide coverage for maternity leave and will not likely be extended. *This position is fully remote. The schedule will be 8:00 AM  5:00 PM EST with 30 minutes for lunch. Position Summary: Responsible for coordinating all aspects of thCredentialing Specialist I (Remote) We are looking to hire a candidate with the experience and skill sets mentioned for one of our major clients within the Health Insurance industry. This is a REMOTE role. This is a 3-month contract opportunity. The position is to provide coverage for maternity leave and will not likely be extended. *This position is fully remote. The schedule will be 8:00 AM  5:00 PM EST with 30 minutes for lunch. Position Summary: Responsible for coordinating all aspects of thCredentialing Specialist I (Remote) We are looking to hire a candidate with the experience and skill sets mentioned for one of our major clients within the Health Insurance industry. This is a REMOTE role. This is a 3-month contract opportunity. The position is to provide coverage for maternity leave and will not likely be extended. *This position is fully remote. The schedule will be 8:00 AM  5:00 PM EST with 30 minutes for lunch. Position Summary: Responsible for coordinating all aspects of th
79, CyberArk PAM Solution Architect , Masada Cyber Security ,"The CyberArk Solutions Architect will be responsible for leading the design, implementation, and management of the CyberArk Privileged Access Management (PAM) suite within the organization. The individual will act as the subject matter expert, providing strategic guidance, and architectural leadership to ensure the security and integrity of critical systems and data.  The ideal candidate will be the one who is experienced in delivering complex CyberArk PAM projects and also has strong Saviynt IGThe CyberArk Solutions Architect will be responsible for leading the design, implementation, and management of the CyberArk Privileged Access Management (PAM) suite within the organization. The individual will act as the subject matter expert, providing strategic guidance, and architectural leadership to ensure the security and integrity of critical systems and data.  The ideal candidate will be the one who is experienced in delivering complex CyberArk PAM projects and also has strong Saviynt IGThe CyberArk Solutions Architect will be responsible for leading the design, implementation, and management of the CyberArk Privileged Access Management (PAM) suite within the organization. The individual will act as the subject matter expert, providing strategic guidance, and architectural leadership to ensure the security and integrity of critical systems and data.  The ideal candidate will be the one who is experienced in delivering complex CyberArk PAM projects and also has strong Saviynt IG"
80, D365 Lead-to-Cash Functional Consultant , Catch Resource Management Limited ,"D365 Lead-to-Cash Functional Consultant Dynamics CE, D365, Dynamics 365, Dynamics CRM, Functional Consultant, Dynamics CE Consultant, Power Platform, D365 CE, Lead to Cash, D365 F&O, Sales Order, L2C, Prospect-to-Cash, P2C, Remote - Eastern Time - $120-140ph (W2) Our End User Client is looking for a D365 Lead-to-Cash Functional Consultant to join them for a 12 month engagement and work on their implementation of D365 across the Americas. The role can be completed on a remote basis but candidatesD365 Lead-to-Cash Functional Consultant Dynamics CE, D365, Dynamics 365, Dynamics CRM, Functional Consultant, Dynamics CE Consultant, Power Platform, D365 CE, Lead to Cash, D365 F&O, Sales Order, L2C, Prospect-to-Cash, P2C, Remote - Eastern Time - $120-140ph (W2) Our End User Client is looking for a D365 Lead-to-Cash Functional Consultant to join them for a 12 month engagement and work on their implementation of D365 across the Americas. The role can be completed on a remote basis but candidatesD365 Lead-to-Cash Functional Consultant Dynamics CE, D365, Dynamics 365, Dynamics CRM, Functional Consultant, Dynamics CE Consultant, Power Platform, D365 CE, Lead to Cash, D365 F&O, Sales Order, L2C, Prospect-to-Cash, P2C, Remote - Eastern Time - $120-140ph (W2) Our End User Client is looking for a D365 Lead-to-Cash Functional Consultant to join them for a 12 month engagement and work on their implementation of D365 across the Americas. The role can be completed on a remote basis but candidates"
81, DATABASE MANAGER / TEAM LEAD - db2 , Lighthouse Professional Services ,"DATABASE Manager / Database Team Lead (DB2) 138,450 to 140,000 K Salary Our client is open to remote, but preference is local. Our client is in NEW HAVEN CT Needs to have 4-5 years' experience leading a team (will lead 3 DBAs on this team). Need to have DB2 on mainframe, DB2 on windows, DB2 on Linux and DB2 on SQL Server experience.  Need to be open to learning the technology as they will be an escalation point. Overview Manages team responsible for database engineering; supervises the Database DATABASE Manager / Database Team Lead (DB2) 138,450 to 140,000 K Salary Our client is open to remote, but preference is local. Our client is in NEW HAVEN CT Needs to have 4-5 years' experience leading a team (will lead 3 DBAs on this team). Need to have DB2 on mainframe, DB2 on windows, DB2 on Linux and DB2 on SQL Server experience.  Need to be open to learning the technology as they will be an escalation point. Overview Manages team responsible for database engineering; supervises the Database DATABASE Manager / Database Team Lead (DB2) 138,450 to 140,000 K Salary Our client is open to remote, but preference is local. Our client is in NEW HAVEN CT Needs to have 4-5 years' experience leading a team (will lead 3 DBAs on this team). Need to have DB2 on mainframe, DB2 on windows, DB2 on Linux and DB2 on SQL Server experience.  Need to be open to learning the technology as they will be an escalation point. Overview Manages team responsible for database engineering; supervises the Database DATABASE Manager / Database Team Lead (DB2) 138,450 to 140,000 K Salary Our client is open to remote, but preference is local. Our client is in NEW HAVEN CT Needs to have 4-5 years' experience leading a team (will lead 3 DBAs on this team). Need to have DB2 on mainframe, DB2 on windows, DB2 on Linux and DB2 on SQL Server experience.  Need to be open to learning the technology as they will be an escalation point. Overview Manages team responsible for database engineering; supervises the Database "
82," DBA Remote, must currently reside in Texas and be willing to relocate to the Austin area for this engagement ", Global Force USA ,"Job Title: DBA  Remote, must currently reside in Texas and be willing to relocate to the Austin area for this engagement Location: Austin TX (work is remote INCLUDING WEEKENDS  must currently reside in Texas and be willing to relocate to Austin area for this engagement) Duration: 12-Months  Minimum Requirements: Candidates that do not meet or exceed the minimum stated requirements (skills/experience) will be displayed to customers but may not be chosen for this opportunity.  Required 8 years of "
83, DBA with Ping Directory Admin , OSO Ventures Inc. ,"Role: DBA with PING Directory AdminLocation: Remote Design, Install, configure and maintain Cassandra, Oracle (RAC) RDBMS, RDS & GoldenGate, PostgreSQLand SQL Server database clusters Configure, maintain and upgrade LDAP (PingDirectory and ForgeRock) create and maintain documentation for Database cluster configurations, patching and upgrade tasks for above.Design and develop DB schemas and Datamodel. Develop SLQs & PL/SQL and optimize queries. Implement and manage ping identity Directory Develop"
84, Dassault Developer (15813) , Baer ,"**Federal Project or -Perm Resident Required**  Baer is looking for Dassault Developer for a 6+ month Remote project.  Title:Dassault Developer Location:Remote (Must be based in US) Duration:6 months Rate:All-Inclusive Alignment:W2To BaerOnly (C2C Not Permitted)  Description:  Design, develop, and maintain software applications using Dassault Systems platforms, such as CATIA, SOLIDWORKS, ENOVIA, or SIMULIA.Customize and extend functionalities of Dassault Systems software solutions to meet specif**Federal Project or -Perm Resident Required**  Baer is looking for Dassault Developer for a 6+ month Remote project.  Title:Dassault Developer Location:Remote (Must be based in US) Duration:6 months Rate:All-Inclusive Alignment:W2To BaerOnly (C2C Not Permitted)  Description:  Design, develop, and maintain software applications using Dassault Systems platforms, such as CATIA, SOLIDWORKS, ENOVIA, or SIMULIA.Customize and extend functionalities of Dassault Systems software solutions to meet specif**Federal Project or -Perm Resident Required**  Baer is looking for Dassault Developer for a 6+ month Remote project.  Title:Dassault Developer Location:Remote (Must be based in US) Duration:6 months Rate:All-Inclusive Alignment:W2To BaerOnly (C2C Not Permitted)  Description:  Design, develop, and maintain software applications using Dassault Systems platforms, such as CATIA, SOLIDWORKS, ENOVIA, or SIMULIA.Customize and extend functionalities of Dassault Systems software solutions to meet specif"
85, Data / Reporting Analyst , Randstad Digital ,"job summary:  Enterprise Healthcare client has an immediate opening for a highly motivated Data Msrmnt and Reporting Analyst  to join their dynamic and growing team. All qualified candidates are encouraged to apply! Delivers professional activities in the Data Analysis job family. Collects, validates, analyzes, and organizes data in to meaningful reports for management decision making. May process function-specific transactions and maintain function records/data. Applies advanced Excel skills anjob summary:  Enterprise Healthcare client has an immediate opening for a highly motivated Data Msrmnt and Reporting Analyst  to join their dynamic and growing team. All qualified candidates are encouraged to apply! Delivers professional activities in the Data Analysis job family. Collects, validates, analyzes, and organizes data in to meaningful reports for management decision making. May process function-specific transactions and maintain function records/data. Applies advanced Excel skills anjob summary:  Enterprise Healthcare client has an immediate opening for a highly motivated Data Msrmnt and Reporting Analyst  to join their dynamic and growing team. All qualified candidates are encouraged to apply! Delivers professional activities in the Data Analysis job family. Collects, validates, analyzes, and organizes data in to meaningful reports for management decision making. May process function-specific transactions and maintain function records/data. Applies advanced Excel skills an"
86, Data Analyst , Robert Half ,"Description We are seeking a certified Data Analyst to join the team. The ideal candidate will turn data into information, information into insight and insight into business decisions. You will also identify improvements to quality control plans by monitoring performance.  You will be part of the development, maintenance, integration, and enhancement of systems, workflows, and processes to ensure seamless data exchange. You will need to be detailed oriented, analytical, and have the ability to aDescription We are seeking a certified Data Analyst to join the team. The ideal candidate will turn data into information, information into insight and insight into business decisions. You will also identify improvements to quality control plans by monitoring performance.  You will be part of the development, maintenance, integration, and enhancement of systems, workflows, and processes to ensure seamless data exchange. You will need to be detailed oriented, analytical, and have the ability to aDescription We are seeking a certified Data Analyst to join the team. The ideal candidate will turn data into information, information into insight and insight into business decisions. You will also identify improvements to quality control plans by monitoring performance.  You will be part of the development, maintenance, integration, and enhancement of systems, workflows, and processes to ensure seamless data exchange. You will need to be detailed oriented, analytical, and have the ability to aDescription We are seeking a certified Data Analyst to join the team. The ideal candidate will turn data into information, information into insight and insight into business decisions. You will also identify improvements to quality control plans by monitoring performance.  You will be part of the development, maintenance, integration, and enhancement of systems, workflows, and processes to ensure seamless data exchange. You will need to be detailed oriented, analytical, and have the ability to a"
87, Data Analyst , Zettalogix INC ,"Data Analyst 7+ || Remote (PA) ||  6-month Contract to hire  This job understands end-to-end data processes and flows and using that knowledge to design and implement data management solutions. Provides business process, system support and data quality governance through data coordination and integration to ensure efficient processes and consistent data flows to business and stakeholders. Ensures data integrity and compliance by performing data cleansing, data audit and/or data validation. PerfoData Analyst 7+ || Remote (PA) ||  6-month Contract to hire  This job understands end-to-end data processes and flows and using that knowledge to design and implement data management solutions. Provides business process, system support and data quality governance through data coordination and integration to ensure efficient processes and consistent data flows to business and stakeholders. Ensures data integrity and compliance by performing data cleansing, data audit and/or data validation. PerfoData Analyst 7+ || Remote (PA) ||  6-month Contract to hire  This job understands end-to-end data processes and flows and using that knowledge to design and implement data management solutions. Provides business process, system support and data quality governance through data coordination and integration to ensure efficient processes and consistent data flows to business and stakeholders. Ensures data integrity and compliance by performing data cleansing, data audit and/or data validation. PerfoData Analyst 7+ || Remote (PA) ||  6-month Contract to hire  This job understands end-to-end data processes and flows and using that knowledge to design and implement data management solutions. Provides business process, system support and data quality governance through data coordination and integration to ensure efficient processes and consistent data flows to business and stakeholders. Ensures data integrity and compliance by performing data cleansing, data audit and/or data validation. Perfo"
88, Data Analyst 2 ," eXcell, a division of CompuCom Systems, Inc. ","has been staffing IT professionals at the top Fortune 100 companies for over two decades. Whether you are looking for a lower-level IT position or a high-level executive position, we are here to help you find the right opportunity.We have a brand new opportunity available for a qualified Data Analyst to coordinate changes to computer databases, test, and implement the database and apply knowledge of database management systems. This will be a remote position.Duties and Responsibilities:  Work wihas been staffing IT professionals at the top Fortune 100 companies for over two decades. Whether you are looking for a lower-level IT position or a high-level executive position, we are here to help you find the right opportunity.We have a brand new opportunity available for a qualified Data Analyst to coordinate changes to computer databases, test, and implement the database and apply knowledge of database management systems. This will be a remote position.Duties and Responsibilities:  Work wihas been staffing IT professionals at the top Fortune 100 companies for over two decades. Whether you are looking for a lower-level IT position or a high-level executive position, we are here to help you find the right opportunity.We have a brand new opportunity available for a qualified Data Analyst to coordinate changes to computer databases, test, and implement the database and apply knowledge of database management systems. This will be a remote position.Duties and Responsibilities:  Work wi"
89, Data Analyst- QNXT(Remote) , Codeforce 360 ,"Career Opportunity:  Job Title: Data Analyst- QNXT(Remote) About CodeForce  360  Making a career choice is amongst the most critical choices one can make, and it's important for the choice to be calculated with factors such as a company's run of success since its inception and more. But, when you come across  a company that has reputation proven with nothing but an illustrious run of success since the day it began, you don't need to think of anything else. That's precisely what some of our emploCareer Opportunity:  Job Title: Data Analyst- QNXT(Remote) About CodeForce  360  Making a career choice is amongst the most critical choices one can make, and it's important for the choice to be calculated with factors such as a company's run of success since its inception and more. But, when you come across  a company that has reputation proven with nothing but an illustrious run of success since the day it began, you don't need to think of anything else. That's precisely what some of our emploCareer Opportunity:  Job Title: Data Analyst- QNXT(Remote) About CodeForce  360  Making a career choice is amongst the most critical choices one can make, and it's important for the choice to be calculated with factors such as a company's run of success since its inception and more. But, when you come across  a company that has reputation proven with nothing but an illustrious run of success since the day it began, you don't need to think of anything else. That's precisely what some of our emploCareer Opportunity:  Job Title: Data Analyst- QNXT(Remote) About CodeForce  360  Making a career choice is amongst the most critical choices one can make, and it's important for the choice to be calculated with factors such as a company's run of success since its inception and more. But, when you come across  a company that has reputation proven with nothing but an illustrious run of success since the day it began, you don't need to think of anything else. That's precisely what some of our emploCareer Opportunity:  Job Title: Data Analyst- QNXT(Remote) About CodeForce  360  Making a career choice is amongst the most critical choices one can make, and it's important for the choice to be calculated with factors such as a company's run of success since its inception and more. But, when you come across  a company that has reputation proven with nothing but an illustrious run of success since the day it began, you don't need to think of anything else. That's precisely what some of our emplo"
90, Data Architect With Healthcare Experience , TechSpace Solutions Inc. ,Job Title: Data Architect With Healthcare Exp  Location: Morrisville NC (Remote) Duration: 12+ Months JD: Need 13+ years Exp Healthcare or Clinical experience MustJob Title: Data Architect With Healthcare Exp  Location: Morrisville NC (Remote) Duration: 12+ Months JD: Need 13+ years Exp Healthcare or Clinical experience MustJob Title: Data Architect With Healthcare Exp  Location: Morrisville NC (Remote) Duration: 12+ Months JD: Need 13+ years Exp Healthcare or Clinical experience Must
91, Data Architect with Medical domain , TechSpace Solutions Inc. ,Job Title: Data Architect Location: Remote role Duration: 6-12 Months  Responsibilities Need 12 - 15 years of experienceMust have Healthcare or Some Clinical experienceJob Title: Data Architect Location: Remote role Duration: 6-12 Months  Responsibilities Need 12 - 15 years of experienceMust have Healthcare or Some Clinical experienceJob Title: Data Architect Location: Remote role Duration: 6-12 Months  Responsibilities Need 12 - 15 years of experienceMust have Healthcare or Some Clinical experience
92, Data Engineer , ApTask ,"Job Description: Candidate must have the min of 10+ years of experience working with DBT core or DBT cloud. Must have relevant experience of min 5 years in Data vault 2.0 implementation experience with automate_dv package. Hands-on keyboard practical experience Experience of working in Healthcare domain would be a huge plus.  Regards, Shelly Agarwal Connect:  |Job Description: Candidate must have the min of 10+ years of experience working with DBT core or DBT cloud. Must have relevant experience of min 5 years in Data vault 2.0 implementation experience with automate_dv package. Hands-on keyboard practical experience Experience of working in Healthcare domain would be a huge plus.  Regards, Shelly Agarwal Connect:  |Job Description: Candidate must have the min of 10+ years of experience working with DBT core or DBT cloud. Must have relevant experience of min 5 years in Data vault 2.0 implementation experience with automate_dv package. Hands-on keyboard practical experience Experience of working in Healthcare domain would be a huge plus.  Regards, Shelly Agarwal Connect:  |Job Description: Candidate must have the min of 10+ years of experience working with DBT core or DBT cloud. Must have relevant experience of min 5 years in Data vault 2.0 implementation experience with automate_dv package. Hands-on keyboard practical experience Experience of working in Healthcare domain would be a huge plus.  Regards, Shelly Agarwal Connect:  |"
93, Data Engineer , Atmecs Global Inc. ,Atmecs is looking for a strong Data Engineer with 10 Years of Experience direct client in Remote. Immediate interviews!! Interested Candidates please send me your resumes and contact details at or call Shiva @  Position Title: Data Engineer Location: Remote Duration: Long Term Job description: The expectations on the roles10 Years of Experience in Data Engineer Strong Experience in Machine Learning Strong Experience in ArtificialIntelligenceAtmecs is looking for a strong Data Engineer with 10 Years of Experience direct client in Remote. Immediate interviews!! Interested Candidates please send me your resumes and contact details at or call Shiva @  Position Title: Data Engineer Location: Remote Duration: Long Term Job description: The expectations on the roles10 Years of Experience in Data Engineer Strong Experience in Machine Learning Strong Experience in ArtificialIntelligenceAtmecs is looking for a strong Data Engineer with 10 Years of Experience direct client in Remote. Immediate interviews!! Interested Candidates please send me your resumes and contact details at or call Shiva @  Position Title: Data Engineer Location: Remote Duration: Long Term Job description: The expectations on the roles10 Years of Experience in Data Engineer Strong Experience in Machine Learning Strong Experience in ArtificialIntelligenceAtmecs is looking for a strong Data Engineer with 10 Years of Experience direct client in Remote. Immediate interviews!! Interested Candidates please send me your resumes and contact details at or call Shiva @  Position Title: Data Engineer Location: Remote Duration: Long Term Job description: The expectations on the roles10 Years of Experience in Data Engineer Strong Experience in Machine Learning Strong Experience in ArtificialIntelligence
